650
(1,2,1190.76)
(1,3,1497.27)
(1,4,277.01)
(1,5,474.79)
(1,6,109.48)
(1,7,229.76)
(1,8,336.88)
(1,9,291.36)
(1,10,323.04)
(1,11,268.42)
(1,12,306.13)
(1,13,488.69)
(1,14,526.67)
(1,15,543.52)
(1,16,605.17)
(1,17,638.15)
(1,18,898.66)
(1,19,438.97)
(1,20,618.03)
(1,21,768.23)
(1,22,721.35)
(1,23,984.51)
(1,24,360.13)
(1,25,478.78)
(1,26,632.19)
(2,1,1190.76)
(2,3,901.12)
(2,4,965.14)
(2,5,935.53)
(2,6,1279.59)
(2,7,1388.16)
(2,8,1527.63)
(2,9,1469.80)
(2,10,1452.80)
(2,11,1357.67)
(2,12,1130.24)
(2,13,1119.86)
(2,14,1688.53)
(2,15,1669.25)
(2,16,1734.23)
(2,17,1709.34)
(2,18,1921.99)
(2,19,1459.77)
(2,20,1284.15)
(2,21,1591.20)
(2,22,1643.73)
(2,23,1905.92)
(2,24,997.71)
(2,25,1340.05)
(2,26,1509.48)
(3,1,1497.27)
(3,2,901.12)
(3,4,1419.80)
(3,5,1525.91)
(3,6,1530.08)
(3,7,1587.76)
(3,8,1775.93)
(3,9,1775.74)
(3,10,1820.00)
(3,11,1753.04)
(3,12,1620.61)
(3,13,1705.28)
(3,14,2011.47)
(3,15,2040.12)
(3,16,2100.49)
(3,17,2132.58)
(3,18,2388.57)
(3,19,1909.42)
(3,20,1893.92)
(3,21,2166.04)
(3,22,2167.71)
(3,23,2443.70)
(3,24,1522.33)
(3,25,1865.62)
(3,26,2048.07)
(4,1,277.01)
(4,2,965.14)
(4,3,1419.80)
(4,5,221.67)
(4,6,386.08)
(4,7,506.69)
(4,8,591.63)
(4,9,515.05)
(4,10,487.71)
(4,11,392.94)
(4,12,200.84)
(4,13,321.68)
(4,14,724.29)
(4,15,705.40)
(4,16,770.51)
(4,17,757.98)
(4,18,994.00)
(4,19,512.88)
(4,20,501.81)
(4,21,747.91)
(4,22,750.27)
(4,23,1026.56)
(4,24,131.48)
(4,25,445.83)
(4,26,628.32)
(5,1,474.79)
(5,2,935.53)
(5,3,1525.91)
(5,4,221.67)
(5,6,582.90)
(5,7,700.03)
(5,8,746.37)
(5,9,650.46)
(5,10,586.27)
(5,11,486.84)
(5,12,231.57)
(5,13,188.95)
(5,14,820.13)
(5,15,773.98)
(5,16,836.30)
(5,17,788.28)
(5,18,987.44)
(5,19,541.74)
(5,20,371.94)
(5,21,667.05)
(5,22,708.81)
(5,23,975.30)
(5,24,116.29)
(5,25,405.07)
(5,26,575.03)
(6,1,109.48)
(6,2,1279.59)
(6,3,1530.08)
(6,4,386.08)
(6,5,582.90)
(6,7,120.74)
(6,8,257.89)
(6,9,247.13)
(6,10,317.48)
(6,11,296.24)
(6,12,401.51)
(6,13,583.87)
(6,14,481.42)
(6,15,518.63)
(6,16,575.21)
(6,17,630.23)
(6,18,893.34)
(6,19,465.70)
(6,20,697.25)
(6,21,812.88)
(6,22,749.38)
(6,23,999.85)
