26
(1,41.2481002808,-8.68138980865)
(2,32.697899,-16.7745)
(3,36.97140121459961,-25.17060089111328)
(4,38.7813,-9.13592)
(5,37.0144004822,-7.96590995789)
(6,42.2318000793457,-8.62677001953125)
(7,43.302101,-8.37726)
(8,43.5635986328125,-6.0346198081970215)
(9,42.5890007019043,-5.65556001663208)
(10,41.7061004639,-4.85194015503)
(11,40.95209884643555,-5.501989841461182)
(12,38.891300201416016,-6.8213300704956055)
(13,37.417999267578125,-5.8931097984313965)
(14,43.30110168457031,-2.9106099605560303)
(15,42.4609534888,-2.32223510742)
(16,42.77000045776367,-1.6463299989700317)
(17,41.66619873046875,-1.0415500402450562)
(18,41.2971,2.07846)
(19,40.471926,-3.56264)
(20,37.18870162963867,-3.777359962463379)
(21,38.28219985961914,-0.5581560134887695)
(22,39.4893,-0.481625)
(23,39.551700592,2.73881006241)
(24,38.06,-7.94)
(25,38.87,-3.99)
(26,38.95,-1.88)
