37595
(1,101)
(1,464)
(1,1250)
(1,1737)
(1,1901)
(1,2134)
(1,2138)
(2,5)
(2,64)
(2,99)
(2,111)
(2,146)
(2,223)
(2,314)
(2,576)
(2,1250)
(2,1625)
(2,2142)
(2,2266)
(2,2701)
(3,455)
(3,2208)
(4,704)
(4,1605)
(4,2706)
(5,2)
(5,64)
(5,319)
(5,576)
(5,995)
(5,2142)
(5,2266)
(5,2681)
(6,2989)
(7,2287)
(8,2501)
(9,704)
(9,1200)
(9,2046)
(9,2706)
(10,21)
(10,1674)
(11,1814)
(11,2734)
(11,2802)
(12,166)
(12,544)
(12,735)
(12,1958)
(12,2129)
(12,2214)
(12,2224)
(12,2231)
(12,2547)
(13,668)
(14,26)
(14,101)
(14,302)
(14,348)
(14,371)
(14,464)
(14,535)
(14,553)
(14,568)
(14,691)
(14,692)
(14,881)
(14,1250)
(14,1587)
(14,1616)
(14,1674)
(14,1984)
(14,2138)
(14,2153)
(14,2457)
(14,2918)
(15,2152)
(15,2567)
(16,563)
(17,166)
(17,416)
(17,561)
(17,643)
(17,667)
(17,668)
(17,1125)
(17,1168)
(17,1294)
(17,1565)
(17,1571)
(17,1574)
(17,1766)
(17,1785)
(17,1912)
(17,2077)
(17,2129)
(17,2195)
(17,2228)
(17,2503)
(17,2543)
(17,2552)
(17,2608)
(18,1912)
(19,160)
(20,706)
(20,1291)
(20,2482)
(21,10)
(21,26)
(21,40)
(21,331)
(21,438)
(21,449)
(21,464)
(21,568)
(21,804)
(21,891)
(21,979)
(21,1174)
(21,1207)
(21,1365)
(21,1616)
(21,1627)
(21,1674)
(21,1992)
(21,2006)
(21,2221)
(21,2372)
(21,2374)
(21,2601)
(21,2670)
(21,3274)
(22,1795)
(22,2727)
(23,166)
(24,111)
(24,259)
(24,264)
(24,277)
(24,370)
(24,464)
(24,576)
(24,736)
(24,760)
(24,798)
(24,891)
(24,1153)
(24,1470)
(24,1508)
(24,1576)
(24,1595)
(24,1625)
(24,1627)
(24,1697)
(24,1703)
(24,1750)
(24,1859)
(24,1988)
(24,2066)
(24,2142)
(24,2432)
(24,2701)
(24,2733)
(24,3106)
(25,1168)
(25,1798)
(25,1928)
(25,2810)
(25,2831)
(26,14)
(26,21)
(26,40)
(26,111)
(26,244)
(26,438)
(26,553)
(26,568)
(26,691)
(26,745)
(26,854)
(26,881)
(26,891)
(26,1250)
(26,1294)
(26,1323)
(26,1459)
(26,1616)
(26,1627)
(26,1636)
(26,1674)
(26,1744)
(26,1855)
(26,1984)
(26,2068)
(26,2153)
(26,2457)
(26,2821)
(26,2845)
(26,3100)
(27,111)
(27,223)
(27,252)
(27,262)
(27,277)
(27,283)
(27,313)
(27,315)
(27,341)
(27,362)
(27,370)
(27,406)
(27,493)
(27,586)
(27,736)
(27,740)
(27,766)
(27,779)
(27,798)
(27,863)
(27,891)
(27,906)
(27,969)
(27,1049)
(27,1051)
(27,1083)
(27,1576)
(27,1608)
(27,1625)
(27,1675)
(27,1679)
(27,1703)
(27,1717)
(27,1744)
(27,1750)
(27,1931)
(27,1988)
(27,2027)
(27,2042)
(27,2133)
(27,2158)
(27,2166)
(27,2233)
(27,2523)
(27,2539)
(27,2632)
(27,2681)
(27,2682)
(27,2708)
(27,2718)
(27,2783)
(27,2933)
(27,3385)
(27,3414)
(28,757)
(28,3048)
(29,929)
(29,2645)
(30,347)
(30,834)
(30,1129)
(30,1159)
(30,1942)
(30,2775)
(31,1593)
(31,2702)
(32,668)
(33,2165)
(34,469)
(34,2552)
(34,2623)
(35,442)
(35,531)
(35,1541)
(35,1981)
(35,2346)
(36,347)
(36,735)
(36,870)
(36,1168)
(36,1770)
(36,1958)
(36,2129)
(36,2476)
(36,2871)
(37,1814)
(38,39)
(38,201)
(38,761)
(38,763)
(38,818)
(38,1250)
(38,1291)
(38,2507)
(38,2941)
(38,3018)
(39,38)
(39,111)
(39,146)
(39,157)
(39,164)
(39,201)
(39,277)
(39,362)
(39,371)
(39,379)
(39,464)
(39,493)
(39,576)
(39,686)
(39,734)
(39,736)
(39,740)
(39,763)
(39,818)
(39,843)
(39,891)
(39,987)
(39,1044)
(39,1049)
(39,1051)
(39,1070)
(39,1146)
(39,1250)
(39,1625)
(39,1717)
(39,1737)
(39,1750)
(39,1893)
(39,1931)
(39,2050)
(39,2507)
(39,2681)
(39,2682)
(39,2717)
(39,2933)
(39,2941)
(39,3021)
(39,3048)
(39,3414)
(40,21)
(40,26)
(40,108)
(40,155)
(40,198)
(40,209)
(40,244)
(40,293)
(40,300)
(40,302)
(40,344)
(40,438)
(40,442)
(40,464)
(40,568)
(40,644)
(40,666)
(40,683)
(40,692)
(40,706)
(40,714)
(40,745)
(40,758)
(40,804)
(40,851)
(40,854)
(40,861)
(40,891)
(40,937)
(40,978)
(40,1077)
(40,1094)
(40,1131)
(40,1250)
(40,1291)
(40,1305)
(40,1307)
(40,1309)
(40,1323)
(40,1339)
(40,1349)
(40,1408)
(40,1495)
(40,1543)
(40,1562)
(40,1587)
(40,1616)
(40,1627)
(40,1654)
(40,1674)
(40,1711)
(40,1757)
(40,1772)
(40,1886)
(40,1897)
(40,1984)
(40,1992)
(40,2006)
(40,2153)
(40,2201)
(40,2281)
(40,2346)
(40,2482)
(40,2501)
(40,2670)
(40,2737)
(40,2840)
(41,70)
(41,109)
(41,154)
(41,176)
(41,220)
(41,344)
(41,438)
(41,706)
(41,714)
(41,745)
(41,1035)
(41,1250)
(41,1291)
(41,1808)
(41,2433)
(41,2482)
(41,2501)
(41,2569)
(42,818)
(42,1250)
(43,112)
(44,90)
(44,156)
(44,272)
(44,330)
(44,450)
(44,470)
(44,563)
(44,574)
(44,722)
(44,729)
(44,745)
(44,1094)
(44,1403)
(44,1407)
(44,1525)
(44,1795)
(44,1804)
(44,1892)
(44,2111)
(44,2125)
(44,2204)
(44,2257)
(44,2334)
(44,2579)
(44,2727)
(44,3147)
(45,89)
(45,112)
(45,130)
(45,1437)
(45,1447)
(45,1479)
(45,2109)
(45,2132)
(46,1814)
(46,2802)
(47,211)
(47,340)
(47,542)
(47,597)
(47,1778)
(47,2200)
(47,2330)
(47,2342)
(48,442)
(48,531)
(48,1546)
(49,55)
(49,158)
(49,267)
(49,360)
(49,570)
(49,573)
(49,583)
(49,596)
(49,617)
(49,809)
(49,871)
(49,876)
(49,904)
(49,960)
(49,1011)
(49,1191)
(49,1239)
(49,1351)
(49,1713)
(49,1782)
(49,1786)
(49,1938)
(49,2036)
(49,2191)
(49,2271)
(49,2284)
(49,2309)
(49,2324)
(49,2409)
(49,2412)
(49,2418)
(49,2421)
(49,2424)
(49,2464)
(49,2471)
(49,2519)
(49,2530)
(49,2551)
(49,2607)
(49,2912)
(49,2945)
(49,2996)
(49,3036)
(50,704)
(50,748)
(50,832)
(50,1250)
(50,1433)
(50,1435)
(50,1493)
(50,1558)
(50,1579)
(50,1605)
(50,1913)
(50,2118)
(50,2706)
(50,2712)
(50,2753)
(50,2941)
(50,3057)
(51,99)
(51,111)
(51,259)
(51,576)
(51,936)
(51,1625)
(51,2142)
(51,2432)
(51,2880)
(51,3067)
(52,391)
(52,845)
(52,1150)
(53,166)
(53,668)
(53,1168)
(54,2441)
(55,49)
(55,1713)
(56,487)
(57,2802)
(58,111)
(58,371)
(58,464)
(58,553)
(58,586)
(58,740)
(58,828)
(58,891)
(58,1608)
(58,1625)
(58,1632)
(58,1675)
(58,1717)
(58,1737)
(58,1750)
(58,1901)
(58,1931)
(58,2138)
(58,2718)
(58,3052)
(59,1901)
(60,655)
(60,2138)
(61,146)
(61,319)
(62,1223)
(62,1528)
(62,1532)
(62,2557)
(62,2877)
(63,2822)
(64,2)
(64,5)
(64,111)
(64,146)
(64,223)
(64,252)
(64,259)
(64,262)
(64,264)
(64,277)
(64,283)
(64,313)
(64,314)
(64,315)
(64,339)
(64,341)
(64,362)
(64,370)
(64,371)
(64,379)
(64,390)
(64,396)
(64,406)
(64,409)
(64,464)
(64,493)
(64,508)
(64,553)
(64,576)
(64,586)
(64,618)
(64,704)
(64,734)
(64,736)
(64,740)
(64,766)
(64,779)
(64,798)
(64,838)
(64,854)
(64,863)
(64,878)
(64,880)
(64,891)
(64,969)
(64,995)
(64,1016)
(64,1030)
(64,1049)
(64,1051)
(64,1055)
(64,1070)
(64,1083)
(64,1177)
(64,1250)
(64,1488)
(64,1576)
(64,1595)
(64,1625)
(64,1627)
(64,1632)
(64,1636)
(64,1675)
(64,1679)
(64,1703)
(64,1717)
(64,1737)
(64,1744)
(64,1750)
(64,1852)
(64,1865)
(64,1901)
(64,1931)
(64,1949)
(64,1988)
(64,2027)
(64,2042)
(64,2050)
(64,2056)
(64,2071)
(64,2133)
(64,2138)
(64,2142)
(64,2158)
(64,2233)
(64,2266)
(64,2311)
(64,2479)
(64,2494)
(64,2523)
(64,2539)
(64,2544)
(64,2632)
(64,2639)
(64,2645)
(64,2681)
(64,2682)
(64,2701)
(64,2706)
(64,2718)
(64,2783)
(64,2838)
(64,2847)
(64,2880)
(64,2882)
(64,2896)
(64,2933)
(64,3048)
(64,3057)
(64,3059)
(64,3081)
(64,3096)
(64,3130)
(64,3324)
(64,3414)
(65,344)
(65,1091)
(66,166)
(66,544)
(66,654)
(67,158)
(67,1011)
(68,608)
(68,668)
(68,1168)
(68,1574)
(68,1798)
(68,1928)
(68,2810)
(69,567)
(70,41)
(70,438)
(70,706)
(70,745)
(70,1291)
(70,1790)
(70,2482)
(70,2501)
(70,2569)
(70,2808)
(70,2923)
(71,2301)
(71,3162)
(72,326)
(73,124)
(73,262)
(73,314)
(73,315)
(73,390)
(73,406)
(73,508)
(73,586)
(73,604)
(73,734)
(73,736)
(73,779)
(73,854)
(73,878)
(73,1007)
(73,1016)
(73,1083)
(73,1634)
(73,1703)
(73,1744)
(73,1949)
(73,2042)
(73,2071)
(73,2151)
(73,2265)
(73,2315)
(73,2681)
(73,2882)
(73,2886)
(73,2889)
(73,2896)
(74,553)
(75,466)
(76,165)
(76,372)
(77,78)
(77,2388)
(78,2388)
(79,146)
(79,186)
(79,240)
(79,339)
(79,379)
(79,409)
(79,464)
(79,483)
(79,655)
(79,1030)
(79,1619)
(79,1625)
(79,1632)
(79,1717)
(79,1737)
